表达不太得体，但是我觉得没有恶意,2,1
单纯玩梗。,2,1
弹幕还好,2,1
弹幕气氛正常,2,1
弹幕正常,2,1
氛围不错！,2,1
氛围一般，内容属于正常讨论范畴,2,1
哈哈哈，有趣,-2,1
还行,2,1
还好，玩梗的一堆。,2,1
还好吧,2,1
合理表达自己观点,2,1
合理调侃,-4,1
合理玩梗,2,1
内容正常，评论区个别搞颜色,2,1
普通,2,1
普通弹幕,2,1
玩梗,2,1
玩梗，与视频无关，但无法判断是否恶意，,2,1
玩梗的挺正常,2,1
玩梗而已，没啥上纲上线的,-2,1
我的理解是左边的人瘦右边的人胖，属于正常玩梗,2,1
一般,2,1
一般般吧,2,1
语言不当，容易引战，故一般,2,1
语言风格幽默，但是引导他人说脏话，一般吧,2,1
正常,2,1
正常吧,2,1
正常弹幕,2,1
正常的氛围,2,1
正常夸up主,2,1
正常讨论，都是理性发言,0,1
正常吐槽,2,1
正常玩梗,0,1
只能说男生的正常发言（在我感觉中男生做这种事情太多了 所以很平常,2,1
hp意思不确定，无法判断,2,2
不理解王守真是什么意思,2,2
不清楚嘞hp是什么意思,2,2
方言文字，不清楚其中意思,2,2
和家庭有关，我还没成家立业，对此没有成熟的看法，所以无法作出公立判断,2,2
极其恶俗低俗，简直是无知和幼稚,2,2
看不懂,2,2
看不懂，无法判断,2,2
看不懂该弹幕在说啥,2,2
平时不看，不懂,2,2
实在是看不懂,2,2
我不知道,2,2
无法辨别,2,2
无法判断,2,2
语焉不详，无法判断。,2,2
1、发送人名 2、评论低俗,2,
1和0有很多意思，此弹幕也可以作很多种解释，但此处发出来是什么意思，想必很多人都能get到那个点。本视频是美食视频，结合视频前后内容，此处对视频中的人物做出评判显然不合时宜。几部视频或者几条弹幕出现这种情况，我们当然也不能说罪大恶极，因为并非不可以接受，仅仅是让冲着标题点进来的观众不明所以，一般大家也会选择无视或者一笑了之。但投下不合适的原因是，不希望这种风气得到助长，不希望以后的视频中满屏都是与视频内容无关的，无法引人共鸣的弹幕。,4,
①刷人名 ②低俗发言,2,
hp，憨批？和平？还是删了吧，以防万一,2,
hp应该是方言脏话简写吧。。。,2,
暴露个人信息。。,2,
本意是反讽美国的“人权”是虚伪的，算一般吧。,2,
本意是讽刺自由美利坚，但话题具有一定争议，故一般,2,
本意应该只是开个玩笑,2,
并不合适,2,
不大好评论 视频内容容易引发男女矛盾，导致评论男女引战 无法判断,2,
不懂这条弹幕的意思，无法判断,2,
不符合弹幕礼仪，发人名以及低俗弹幕,2,
不该开这么残忍的笑话，对死者不尊重,0,
不好,2,
不合氛围,2,
不合设,2,
不合适,2,
不合适！,2,
不合适，都出现人身攻击的词,2,
不合适，都直接骂了,2,
不合适，骂人的,2,
不合适，与视频无关,2,
不合适吧,3,
不建议此类弹幕,2,
不可以涩涩,2,
不明所以，无意义弹幕,2,
不明所以的垃圾弹幕,3,
不太好，有引战,2,
不太合适,2,
不太合适吧,2,
不太合适了，如果不爱看可以不去看，没必要要求制作方,2,
不太清楚表达意义，不予评价,2,
不太知道这梗，还以为是和up有关的人，看了其他人的科普才知道,2,
不相关,2,
不像人身攻击，正常吐槽,2,
不应该调侃死者,2,
不应调侃凶杀案和死者，建议处理。,3,
不友善,2,
不知道是意思，在参考其他风纪委员的评论下，了解到，是使用方言骂人。那就无法忍了！,2,
部分弹幕明显擦边低俗,2,
部分发言擦边球,2,
部分楼层是有引战的,2,
部分楼层争吵（详细请看燕燕尾蝶一楼）且有着明显性别对立（性别歧视说不上）予以差评价,2,
部分评论在打擦边球,2,
部分人有引战嫌疑,2,
部分容易引起争论,2,
部分玩梗，但也有一些低俗评论,2,
擦边球,2,
擦边视频刷人名都已经成一种普遍现象了，或许可以请官方明确一下到底该怎么算,2,
残障人士……这种词还是算了吧，算人身攻击吧,2,
残障人士这个话不好听，而且会影响真正的残障人士,2,
操作确实好，但那个评论怎么说呢，有点无语,2,
差,2,
差，带节奏,2,
差，有无关人名,2,
差的的氛围，一楼是开黄腔和不和谐的评论。,2,
出发点没有问题，只是表达方法可能方式可能造成误解，故投合适,2,
此弹幕语义不详，本人也不经常观看此类视频，无法判断,2,
粗鄙之语,2,
存在攻击性语言,2,
存在一定男女对立的倾向,2,
大部分都是刷烂梗的 有很多刷无关人名,2,
大多评论都有争吵,2,
大量引战，对立内容,2,
大量引战内容,2,
带人名 违规,2,
带有人名评论，不符合评论礼仪。,2,
但凡换个字,2,
弹幕都是人名……,2,
弹幕都是刷人名，这条弹幕我觉得也一样,2,
弹幕氛围差，截图中刷人名与擦边球言论，建议全部处理为好,2,
弹幕氛围差，无意义刷人名,2,
弹幕内容不详,2,
弹幕抢第一...,2,
弹幕刷人名的较多 但这种视频里的弹幕已经是常态了 我不知道怎么判断,2,
弹幕刷人名这些低俗梗，在这类视频里面已经很常见了，且没有一个标准来定义是否违规，所以对此无法判断,2,
低俗,2,
低俗！,2,
低俗！必须抵制！,2,
低俗，不符合弹幕规则，没有素质,2,
低俗，不合适,2,
低俗，建删,2,
低俗，且泄露人名，建议删除,2,
低俗，言论不恰当,2,
低俗弹幕,2,
低俗弹幕，无意义刷人名,2,
低俗弹幕不合适,2,
低俗弹幕多，且大多数弹幕与视频内容无关，且出现不明人员姓名。不明白无脑刷这些无意义弹幕的理由。,2,
低俗的话，不太行,2,
低俗发言，如果只想调侃，可以用更适当的词语,2,
低俗烂梗,2,
低俗且刷人名，极其不合适,2,
低俗刷名字,3,
低俗刷屏，说人名,2,
低俗刷人名,2,
低俗玩梗 建议删除,2,
低俗言论,2,
低俗言论，差,2,
低俗用语。,2,
典型的刷人名梗，故投差,2,
都要开始搞对立了,2,
对up不尊重,2,
对主播赞扬是好事，但用于不当,2,
多会一门外语是好的，怎么能说得这么低俗，故不合适,2,
多条评论带有擦边色彩，尤其最后一条最过分,2,
恶俗玩梗,2,
恶俗玩笑,2,
恶意揣测，恶意评论，可能是玩梗但对人冒犯，该弹幕不合适,2,
恶意发人名，已经违反评论规范，属于违规行为，还请客服尽快处理,2,
恶意发真名,2,
恶意评论,2,
恶意辱骂，存在引战可能,2,
恶意辱骂弹幕,2,
恶意十足了,3,
恶意刷名称,2,
恶意刷屏，大量无意义弹幕。,2,
恶意刷人名,2,
恶意刷人名，抢第一的弹幕太多,2,
恶意刷人名，无意义弹幕,2,
恶意刷人名。,2,
恶意刷他人名字,2,
恶意引战,2,
恶意引战，不合适,2,
发人名不行吧,2,
发人名不好吧…,2,
方言辱骂,2,
方言中侮辱人的话,6,
放洋屁实属骂人的话了,2,
非常差，甚至有直接的性骚扰（最后一楼的谐音），第1楼，倒数第2楼都是隐晦的低俗言论。ID“老东西真帅”发了一大堆表情，为无意义评论。第3楼中楼的“靓姐真漂亮哟”，ID“木叶村最能吃的胖次”，都涉嫌引流传播低俗色情,2,
非恶意评论，正常,2,
氛围不好,2,
氛围差,2,
氛围差，低俗刷名字,2,
讽刺美国人虚伪,2,
该评论人身攻击加引战,2,
该评论属于明显引战评论，不合适。,2,
该视频评论区大家还是在认真讨论视频相关内容的，但很多事情也不是非黑即白，或者能一概而论的，每个人认知不同，所以难免有片面的言论。视频作者表达了自己在家庭关系中的态度，有观点输出的地方自然会有支持者反对者、共情者和无法理解的人，所以出现这样的网络议论是不可避免的事情。只希望大家观点输出的时候更加包容和友善吧，尊重每个网友也是一个具体的人，这样网络氛围会更舒服。,3,
感觉不太好，怎么说？光看文字表面也是不太好的,2,
感觉发弹幕的人没有太多恶意，而且用词是“残障人士”而不是“残疾人”，感觉合理,2,
高黄色,2,
鬲仙人所发评论具有性暗示。正常人一看就懂的那种 。与视频内容毫无关系。,2,
个人感觉就普通，有点粗俗,2,
个人感觉语气更像是开玩笑发送的弹幕，而不是刻意辱骂。 如果要刻意辱骂的话，“残疾人”“残废”之类的词攻击性不是比“残障人士”更大吗,2,
个人认为这种比较偏严肃的新闻下面抖机灵不太合适,3,
各种擦边球,2,
公共场合请保护好自己的隐私，不要瑟瑟哦,2,
公然场合意淫两个男性同性恋，不太合适哈。,2,
攻击、嘲讽他人，引战，很不合适,2,
观点不明确,2,
过多刷人名,2,
过分了,2,
过于低俗,2,
和视频无关 但是也没有不良言论,2,
很不好,2,
很差，刷人名,2,
很多楼有争吵,2,
很多没有意义的人名,2,
很多刷名字的,2,
很明显的引战言论了，不喜欢可以不看,2,
换位思考一下如果有人这样说我我肯定不开心、己所不欲勿施于人、不合适,2,
基本上都是没有建设性的夸奖，而且混入较多的隐性性骚扰要素,2,
记得带狗头,2,
见山不是山见水不是水，开头的评论也是一面镜子、反映了论是人的想法映照。,2,
建议换字,2,
建议删除,2,
建议重新审查，一楼有些低俗，其他楼也有低俗评论。差,2,
建议重新审查视频,2,
今日情侣装(1/1) 的梗，看了up前一期和后期一期的视频，发现一直有，而且也不算过分。但是10梗， 感觉还是过了。,2,
可能会造成刷屏，影响观感,2,
可能是无意义的乱码，也可能涉及侮辱性词汇。,2,
垃圾无意义弹幕过多,2,
老刷王守真。。。,2,
礼貌的对话,0,
楼中楼有一些人身攻击和嘲讽，算作普通。,2,
乱刷,2,
略显低俗,2,
略有擦边,2,
骂人,2,
骂人的,2,
盲目口嗨,2,
貌似是有黄段子,2,
没必要骂人,2,
没问题,2,
美食视频，与视频无关,2,
美食视频不合适吧,2,
美食视频整这不太合适吧,2,
名字+低俗,2,
明显人身攻击,2,
明显引战,2,
某些评论有引战迹象,2,
男女对立,2,
内容疑似含有不文明用语，不太恰当,2,
内容与视频无关,3,
偏激,2,
评论不当,2,
评论大多带颜色，算不上多好,2,
评论低俗,2,
评论恶意引战。,2,
评论区比较反映了社会,2,
评论区大量言论含有强烈的性暗示，甚至直接指明，舞蹈区up主虽有时穿着较为性感，但也不应该发表如此言论,2,
评论区多个评论存在争吵，性别对立。,2,
评论区多少有点擦边球，最后一楼评论太差。,2,
评论区楼中楼弹幕引战，态度差。,0,
评论区让我有些不适，但这与视频内容有很大关系，此类搞争议对立的视频势必会引起不好的言论,2,
评论区有很多低俗玩笑,2,
评论区有一点点??问题哦,2,
评论中色情擦边球等评论多，氛围极差,2,
歧视残障人士，对up人身攻击,2,
抢什么第一第二就算了 还乱发加名字 这真的很招黑,2,
且不说这是不是自己真名，品论本身也比较低俗。,2,
确实会引战，围绕梗进行争锋，有些梗不同人有不同标准，不能一梗而论也不能自诩为梗景查,2,
确实引战行为,2,
人名,2,
人名多少算一种无意义弹幕吧,2,
人名涉及隐私，内容也有低俗之嫌。,2,
人身攻击,2,
人身攻击，极度不适！,2,
人身攻击了,2,
人身攻击了有点,2,
容易引发争论,2,
辱骂,2,
辱骂up主，低俗,2,
辱骂低俗,2,
辱骂他人,2,
软色情,2,
色情,2,
涉及人身攻击，不合适,2,
涉嫌引战和攻击,2,
十分低俗，很不合适,3,
使用侮辱性语言,2,
试想一下如果是你发了一个自己特别美或者帅的视频，下面的评论是冲了，想那个。你什么心情，不合适。,2,
视频本就带有针对问题。,2,
视频本身就有引战嫌疑，导致底下有很多引战评论，氛围差,2,
视频氛围比较严肃，评论有调侃语气，不太适合视频内容,3,
视频话题本身就比较敏感，评论区大家在持续输出观点。,2,
视频就有引战嫌疑，评论区附和视频内容进行引战和男女对立,3,
视频略擦边，有低俗评论,2,
视频内容就是软色情，所以评论偏那方面一点,3,
视频内容有引战的倾向，评论区的内容较为克制，但楼中楼出现了争吵，建议减少这种胡乱挑起男女对立的视频内容,3,
视频评论区的观众已经很克制了，只是阐述自己经历，但视频内容十分引战，反映的问题十分敏感，建议让其整改。,2,
视频属于美食类视频，和视频无关。,2,
视频无关,2,
视频无关，评价身材。,2,
视频有点擦边球和评论有点低俗相对应可适度容忍。,2,
是个梗吗？看见好多次了,2,
是句脏话,2,
是玩梗发言，内容比较低俗，视为不合适评论。,2,
适当吐槽而已,2,
适度玩梗吧,2,
首先这个视频存在大量弹幕无意义刷屏，这个也是无意义刷人名，同时涉及低俗用语,2,
刷出人名，低俗语言,2,
刷烂梗，都是与视频五官内容,2,
刷名字,2,
刷名字，低俗弹幕，不合适,2,
刷名字？,2,
刷名字不合适 建议处理,2,
刷名字的无意义弹幕太多,2,
刷名字真不好,3,
刷人名,2,
刷人名，不好,2,
刷人名，低俗,2,
刷人名，感觉这种现象在这分区里已经泛滥了，希望整治一下,2,
刷人名，怕的是朋友帮你刷的：“我”第一这是一种毫无尊重可言的评论，要是有同名情况更是会给，别人来带不必要的影响，想着自己开心而不顾他人感受的行为，以上为判断打出差的评论,2,
刷人名，与视频无关。而且那个“够用了”低俗,2,
刷人名、语言低俗。,2,
刷人名不太好,2,
刷人名的弹幕影响观感,2,
刷人名低俗。,2,
刷人名是违规行为哦,2,
刷人名属于违规行为，不合适。,2,
刷人名泄露个人隐私不说，这种弹幕还很低俗,3,
刷人名已经成为一个梗了，不太好评价了。,2,
刷人名影响观感体验。,2,
刷人名影响观看,2,
刷人名这个现象真的不好,2,
刷人名这种行为，涉及泄露他人隐私，还有可能会危及人身安全,2,
刷无关的姓名弹幕,2,
刷无关人名,2,
刷无关姓名了,3,
刷姓名弹幕,3,
死者为大，不能因为个人对美国的厌恶而去调侃一个可怜人,2,
虽然不合适，但是在美国，却很正常,2,
虽然是在讨论，但是氛围已经有点火药味了,2,
虽然想夸赞，但评论用语有低俗之嫌,2,
虽然只是在玩梗，但不太友好,2,
虽然字面上看像攻击性言论，结合画面会发现并无恶意,2,
虽说加了狗头但我感觉他说的话还存在点争议,2,
虽说玩梗但有些许低俗令人不适。,2,
他们为什么穷，因为是私有制，应该把刀剑对准财阀,2,
太低俗了,2,
讨论视频内容，发表自己见解，没啥问题,2,
挺好的，大家都在围绕话题讨论,2,
"投了差，理由如下： 1. 用户 ”鬲仙人“ 的评论涉及软色情，有隐喻kou交等性行为。 2. 用户 “莽夫眉清目秀” 的评论软色情，有性隐喻，显然在视频评论区是不适合出现的。 2. 用户 “自由自在的慕泽” 评论中有与视频无关推送，涉及奢侈品高仿广告等视频。 3.用户 “深沉mcc"" 的评论同样涉及性隐喻内容，意为xing 交。不适合出现在评论区。",4,
吐槽,2,
吐槽而已啦,2,
玩cp梗,2,
玩旧梗和无关刷人名弹幕风气，不是很好啊,2,
玩烂梗和无关弹幕 风气并不是很好,3,
玩笑不是这么开的,2,
王守真的梗刚刚看了指南好像是，经常有网友在美女的视频下刷自己朋友的名字，达到使其社死的目的，后来大家发现“王守真”这个名字出现的频率尤其高于是开始跟风刷。个人认为这个梗的兴趣本就是乱刷与视频无关的名字而兴起的，因此认为弹幕氛围差。,2,
王守真是个梗，但是我认为重要的是ab应该规范一下此类视频吧,3,
为什么刷名字？,2,
未经本人允许擅自使用别人的名字，而且行为非常不好，要求删除。,2,
我翻了几个评论楼中楼，都吵起来了……就清楼吧……这个视频本身就有引战嫌疑，全部清除好了,2,
我感觉在正常美食视频下乱磕 容易引战 虽然本意不是这样,2,
我感觉这有点不合适。,2,
我个人没看懂这是什么意思，你们判断好了,2,
污言秽语,2,
无关,2,
无关弹幕,2,
无关弹幕比较多 烂梗比较多,2,
无关评论，建议删除,2,
无关人名,2,
无关人名比较多,2,
无脑刷烂梗，差,2,
无异议,2,
无意义,2,
无意义，且与视频内容无关,2,
无意义弹幕,2,
无意义弹幕，不合适,2,
无意义的饭圈行为,2,
无意义的刷屏，影响气氛了,2,
无意义且低俗,3,
无意义人名,2,
无意义人名出现过度,2,
无意义刷屏,2,
无意义刷人名,2,
无意义刷人名，有可能会泄露隐私,2,
无意义刷人名行为，影响视频观感,2,
无意义刷他人人名,2,
侮辱人,2,
侮辱性语言,2,
言语不适当 无茶楼，差评,2,
言语粗鄙，不合适,2,
言语粗俗，不堪入目,2,
言语低俗,2,
言语过激,2,
要文明用语哦,2,
一般吧整体还可以 但这种视频很容易有偏消极的发言,2,
一楼【两个小可爱宝贝】、【UU阳扬】、【bili64157051…】用户已经吵得对线了， 二楼楼主【初夏的夏天93】在楼中楼和表层评论中的“做个人吧”“不当人”涉及人身攻击， 三楼【ainimaomao】引战，有很多用户与他对线吵起来了！ 五楼又出现前面对线的【UU阳扬】在引战激烈讨论。 整体看来本视频涉及的家庭关系处理问题就是争议较大的话题。很多有漏洞的表层和楼中楼发言都会引战， 而四楼【簿子】引用武志红老师的观点，发的一长串比较无漏洞，这一层楼和楼中楼无违规，很赞！有好但有很多激烈争,2,
一些评论不太合适,2,
意义不明的人名梗？,2,
引流,0,
引战,2,
引战 不喜欢不要去刻意引战 容易导致别人不适,2,
引战，b站本来就是年轻人娱乐的平台，玩梗，不论是有对烂还是的有多好，都没关系，都不该去评论,2,
引战，对up起码的尊重都没有,2,
引战，性别对立,3,
引战评论,4,
引战评论，观点应求同存异,2,
引战嫌疑,2,
引战言论,2,
隐含脏话含义,2,
隐性性骚扰言论较多,3,
应该是在调侃，但是隔着屏幕不太好判断。,2,
用词不当,2,
用词不太好，其余没什么,2,
用方言辱骂,2,
用语不当,2,
用字不太文明,2,
有低俗发言,2,
有低俗评论,2,
有点不合适了,2,
有点低俗，刷人名也不好,2,
有点过了,2,
有点人身攻击,2,
有点人身攻击了,2,
有点软色情但是还可以接受的程度,2,
有明显的违禁词汇，言论不恰当,2,
有人身攻击的嫌疑，属于妄给他人贴标签,2,
有人身攻击和引战的倾向,2,
有辱骂性语言存在,2,
有色情内容,3,
有涉嫌擦边球的视频，刷人名虽然是为了调侃玩梗，但是可能有损害他人隐私与名誉权的嫌疑,2,
有问题,2,
有无意义弹幕,2,
有无意义刷名字的,2,
有无意义刷名字的 我很认同,2,
有小部分低俗言论在搞黄色。,2,
有些粗俗,2,
有些低俗,2,
有一些容易引战的评论,2,
有引导群众的嫌疑，而且这个词运用也有问题，建议下次不要再用了。,3,
有引战评论,2,
有引战嫌疑,2,
与弹幕氛围一致,2,
与内容无关,2,
与食品内容无关但问题不算太大,2,
与视频内容不符，视频讲两个人去牛肉馆吃饭吧，这种弹幕不适合在这里出现，,2,
与视频内容无关,2,
与视频内容无关，不合适,2,
与视频无关,3,
与视频无关，不合适,2,
与视频无关，但没有违规,2,
与视频无关，但是个人评论自由,2,
与视频无关，容易引战,2,
与视频无关的言论,2,
语言低俗,2,
语言有些低俗,2,
语义不详 推测hp是憨批的缩写 是侮辱性词汇,2,
在此up下刷别的up是不是对视频的不尊重，感觉有引战,2,
在骂人,2,
在如此敏感严重的视频下，不应该出现搞怪的表情包，这是一种不尊敬,3,
在刷无关人员名字,2,
脏话辱骂的弹幕，建议删除,3,
这个视频的内容有点一言难尽，很好的对立了婆媳关系，属实把火药味拉满，评论区这个样子甚至都已经挺和谐的了。建议整改视频内容，引战对立的视频该管管了,2,
这还能算合理玩梗吗，如果不是up自己说过不在意的话真的蛮冒犯的，不只是对up不尊重，对所指代的群体也不尊重，而且真的和视频主题没关系。,2,
这句弹幕是脏话,2,
这类视频底下的弹幕实在无法判断是否正常，因为主要点击量都是靠这批观众。,2,
这是个美食视频，说性取向很莫名其妙，脑子里只有0和1吗？很无语。投的不合适,2,
这是好评，但是用词不当，不合适,2,
这是骂人啊，肯定不合适啊,2,
这条评论本意可能在于调侃这件事，但是这件事情本身是一件比较严肃的事，对暴力行为的怂恿是不合适的,4,
这种评论多少有点低俗，,2,
这种视频必然引战，挺无语的，性别对立财富密码了属于是,3,
直接yy up主是同性恋，素质低下，这是对别人的不尊重,2,
诸葛亮：竟说出如此粗鄙之语。个人认为不合适，玩梗过头以至于低俗，影响观感,2,
自认为幽默，实则低俗，属于抖机灵抖错了方式,2,
最后一个弹幕真的低俗,2,
最后一个明显性暗示,2,
最后一个评论有点诡异,2,
最后一楼带有主观意愿上的人肉。,2,
左1右0应该是左攻右受，不是很好，emmm，随意玩攻受梗还是很反感的，如果视频内容里出现那种玩梗情况无所谓，但视频里两人只是站那里没有玩梗,2,
